region,province,city,district,position,candidate_name,last_name,first_name,middle_name,title,party,votes
REGION IX,ZAMBOANGA DEL NORTE,SIOCON,,MAYOR,"SORIANO, CEASAR",SORIANO,CEASAR,,,NP,8763
REGION IX,ZAMBOANGA DEL NORTE,SIRAWAI,,MAYOR,"JANIHIM, ALJAZAR",JANIHIM,ALJAZAR,,,PDPLBN,11046
REGION IX,ZAMBOANGA DEL NORTE,TAMPILISAN,,MAYOR,"CARLOTO, BADING",CARLOTO,BADING,,,PDPLBN,6984
REGION IX,ZAMBOANGA DEL SUR,AURORA,,MAYOR,"ZANORIA, SILVANO",ZANORIA,SILVANO,,,PDPLBN,14582
REGION IX,ZAMBOANGA DEL SUR,BAYOG,,MAYOR,"MATIAS, DODONG",MATIAS,DODONG,,,LAKAS,9231
REGION IX,ZAMBOANGA DEL SUR,DIMATALING,,MAYOR,"YRAUDA, ABEL",YRAUDA,ABEL,,,PDPLBN,9153
REGION IX,ZAMBOANGA DEL SUR,DINAS,,MAYOR,"ASOY, ELEAZER",ASOY,ELEAZER,,,PDPLBN,8700
REGION IX,ZAMBOANGA DEL SUR,DUMALINAO,,MAYOR,"CERILLES, SWEET",CERILLES,SWEET,,,NP,9570
REGION IX,ZAMBOANGA DEL SUR,DUMINGAG,,MAYOR,"PAGLINAWAN, GERRY",PAGLINAWAN,GERRY,,,PDPLBN,12355
REGION IX,ZAMBOANGA DEL SUR,GUIPOS,,MAYOR,"CAJETA, DODO",CAJETA,DODO,,,LAKAS,7036
REGION IX,ZAMBOANGA DEL SUR,JOSEFINA,,MAYOR,"ADAPON, CATALINO",ADAPON,CATALINO,,,PDPLBN,4998
REGION IX,ZAMBOANGA DEL SUR,KUMALARANG,,MAYOR,"MOLINA, BALONG",MOLINA,BALONG,,,LAKAS,6503
REGION IX,ZAMBOANGA DEL SUR,LABANGAN,,MAYOR,"RELACION, EDDIE",RELACION,EDDIE,,,PDPLBN,12194
REGION IX,ZAMBOANGA DEL SUR,LAKEWOOD,,MAYOR,"MIRRAR, DOMING",MIRRAR,DOMING,,,PDPLBN,5138
REGION IX,ZAMBOANGA DEL SUR,LAPUYAN,,MAYOR,"SULONG, JOEL",SULONG,JOEL,,,PDPLBN,7767
REGION IX,ZAMBOANGA DEL SUR,MAHAYAG,,MAYOR,"SALADAGA, MANUEL",SALADAGA,MANUEL,,,PDPLBN,14712
REGION IX,ZAMBOANGA DEL SUR,MARGOSATUBIG,,MAYOR,"MINOR, DOCTOR",MINOR,DOCTOR,,,PDPLBN,8000
REGION IX,ZAMBOANGA DEL SUR,MIDSALIP,,MAYOR,"SORONIO, ELMER",SORONIO,ELMER,,,PDPLBN,10327
REGION IX,ZAMBOANGA DEL SUR,MOLAVE,,MAYOR,"GLEPA, DOK-CY",GLEPA,DOK-CY,,,PDPLBN,16809
REGION IX,ZAMBOANGA DEL SUR,PAGADIAN,,MAYOR,"CO, SAMMY",CO,SAMMY,,,PDPLBN,66170
REGION IX,ZAMBOANGA DEL SUR,PITOGO,,MAYOR,"YECYEC, JAMES",YECYEC,JAMES,,,PDPLBN,9009
REGION IX,ZAMBOANGA DEL SUR,RAMON MAGSAYSAY,,MAYOR,"ARCITE-MACHON, MARGIE",ARCITE-MACHON,MARGIE,,,PDPLBN,10401
REGION IX,ZAMBOANGA DEL SUR,SAN MIGUEL,,MAYOR,"OCAPAN, EX",OCAPAN,EX,,,PDPLBN,5299
REGION IX,ZAMBOANGA DEL SUR,SAN PABLO,,MAYOR,"TAUCAN, DANNY",TAUCAN,DANNY,,,LAKAS,7196
REGION IX,ZAMBOANGA DEL SUR,SOMINOT,,MAYOR,"MELO, JAN JAN",MELO,JAN,JAN,,PDPLBN,6570
REGION IX,ZAMBOANGA DEL SUR,TABINA,,MAYOR,"DAYONDON, ANTHONY",DAYONDON,ANTHONY,,,PDPLBN,6050
REGION IX,ZAMBOANGA DEL SUR,TAMBULIG,,MAYOR,"PANAL, LOTTE",PANAL,LOTTE,,,PDPLBN,11944
REGION IX,ZAMBOANGA DEL SUR,TIGBAO,,MAYOR,"CARCALLAS, DODONG",CARCALLAS,DODONG,,,PDPLBN,5889
REGION IX,ZAMBOANGA DEL SUR,TUKURAN,,MAYOR,"TINGSON, DODONG ORES",TINGSON,DODONG,ORES,,PDPLBN,12728
REGION IX,ZAMBOANGA DEL SUR,VINCENZO A SAGUN,,MAYOR,"MAATA, JEFFRY",MAATA,JEFFRY,,,LAKAS,5777
REGION IX,ZAMBOANGA DEL SUR,ZAMBOANGA,,MAYOR,"DALIPE, JOHN",DALIPE,JOHN,,,PRP,130940
REGION IX,ZAMBOANGA SIBUGAY,ALICIA,,MAYOR,"MUSA, ALVIE",MUSA,ALVIE,,,PPP,11765
REGION IX,ZAMBOANGA SIBUGAY,BUUG,,MAYOR,"LAGAS, DIONESIA",LAGAS,DIONESIA,,,LAKAS,12442
REGION IX,ZAMBOANGA SIBUGAY,DIPLAHAN,,MAYOR,"PALMA, ERIC",PALMA,ERIC,,,LAKAS,10283
REGION IX,ZAMBOANGA SIBUGAY,IMELDA,,MAYOR,"SILVA, JERRY",SILVA,JERRY,,,LAKAS,8206
REGION IX,ZAMBOANGA SIBUGAY,IPIL,,MAYOR,"OLEGARIO, INDAY AMY",OLEGARIO,INDAY,AMY,,PRP,32364
REGION IX,ZAMBOANGA SIBUGAY,KABASALAN,,MAYOR,"BALLADARES, KATRINA",BALLADARES,KATRINA,,,LAKAS,13752
REGION IX,ZAMBOANGA SIBUGAY,MABUHAY,,MAYOR,"CALOÑGE, INDAYLOU",CALOÑGE,INDAYLOU,,,NP,6570
REGION IX,ZAMBOANGA SIBUGAY,MALANGAS,,MAYOR,"BAQUIAL, TATA",BAQUIAL,TATA,,,PPP,10930
REGION IX,ZAMBOANGA SIBUGAY,NAGA,,MAYOR,"DELOS REYES, RINO",DELOS REYES,RINO,,,PDPLBN,14473
REGION IX,ZAMBOANGA SIBUGAY,OLUTANGA,,MAYOR,"RUSTE, ARTHUR SR.",RUSTE,ARTHUR,SR.,,LAKAS,8338
REGION IX,ZAMBOANGA SIBUGAY,PAYAO,,MAYOR,"MENDOZA, JOSHUA CARLO",MENDOZA,JOSHUA,CARLO,,LAKAS,13097
REGION IX,ZAMBOANGA SIBUGAY,ROSELLER LIM,,MAYOR,"PIODENA, PAPONG",PIODENA,PAPONG,,,NP,17605
REGION IX,ZAMBOANGA SIBUGAY,SIAY,,MAYOR,"ACOSTA, JARVIS",ACOSTA,JARVIS,,,PDPLBN,13624
REGION IX,ZAMBOANGA SIBUGAY,TALUSAN,,MAYOR,"EDEM, BOBING",EDEM,BOBING,,,IND,4325
REGION IX,ZAMBOANGA SIBUGAY,TITAY,,MAYOR,"TALANIA, BOBONG",TALANIA,BOBONG,,,LAKAS,18890
REGION IX,ZAMBOANGA SIBUGAY,TUNGAWAN,,MAYOR,"CLIMACO, CARLNAN",CLIMACO,CARLNAN,,,LAKAS,11598
CORDILLERA ADMINISTRATIVE REGION,ABRA,BANGUED,,VICE MAYOR,"BERNOS, KIKO",BERNOS,KIKO,,,ASENSO,16273
CORDILLERA ADMINISTRATIVE REGION,ABRA,BOLINEY,,VICE MAYOR,"BALAO-AS, JULIUS",BALAO-AS,JULIUS,,,ASENSO,2290
CORDILLERA ADMINISTRATIVE REGION,ABRA,BUCAY,,VICE MAYOR,"ZALES, JOJO",ZALES,JOJO,,,ASENSO,9547
CORDILLERA ADMINISTRATIVE REGION,ABRA,BUCLOC,,VICE MAYOR,"CILLO, EUGENE",CILLO,EUGENE,,,ASENSO,1022
CORDILLERA ADMINISTRATIVE REGION,ABRA,DAGUIOMAN,,VICE MAYOR,"PADILLA, MARCELO",PADILLA,MARCELO,,,ASENSO,785
CORDILLERA ADMINISTRATIVE REGION,ABRA,DANGLAS,,VICE MAYOR,"BERNOS, ESTHER",BERNOS,ESTHER,,,ASENSO,3204
CORDILLERA ADMINISTRATIVE REGION,ABRA,DOLORES,,VICE MAYOR,"BAAC, KILO",BAAC,KILO,,,IND,2884
CORDILLERA ADMINISTRATIVE REGION,ABRA,LA PAZ,,VICE MAYOR,"NONO, BATSOY",NONO,BATSOY,,,NP,10119
CORDILLERA ADMINISTRATIVE REGION,ABRA,LACUB,,VICE MAYOR,"BERSAMINA, ESTELITA",BERSAMINA,ESTELITA,,,NP,1434
CORDILLERA ADMINISTRATIVE REGION,ABRA,LAGANGILANG,,VICE MAYOR,"ABAYA, PAUL JOSEPH",ABAYA,PAUL,JOSEPH,,ASENSO,4864
CORDILLERA ADMINISTRATIVE REGION,ABRA,LAGAYAN,,VICE MAYOR,"MOLINA, NARIO",MOLINA,NARIO,,,ASENSO,2039
CORDILLERA ADMINISTRATIVE REGION,ABRA,LANGIDEN,,VICE MAYOR,"BUENO, MARY",BUENO,MARY,,,ASENSO,2201
CORDILLERA ADMINISTRATIVE REGION,ABRA,LICUAN BAAY,,VICE MAYOR,"DOMINGO, ALEJO",DOMINGO,ALEJO,,,ASENSO,2606
CORDILLERA ADMINISTRATIVE REGION,ABRA,LUBA,,VICE MAYOR,"MOLINA, MIRO",MOLINA,MIRO,,,ASENSO,3285
CORDILLERA ADMINISTRATIVE REGION,ABRA,MALIBCONG,,VICE MAYOR,"TADEO, LEON JR.",TADEO,LEON,JR.,,IND,937
CORDILLERA ADMINISTRATIVE REGION,ABRA,MANABO,,VICE MAYOR,"ANDRES, JERRY",ANDRES,JERRY,,,ASENSO,4011
CORDILLERA ADMINISTRATIVE REGION,ABRA,PENARRUBIA,,VICE MAYOR,"BALBUENA, GERALDINE",BALBUENA,GERALDINE,,,ASENSO,3045
CORDILLERA ADMINISTRATIVE REGION,ABRA,PIDIGAN,,VICE MAYOR,"BISARES, NOEL",BISARES,NOEL,,,ASENSO,4849
CORDILLERA ADMINISTRATIVE REGION,ABRA,PILAR,,VICE MAYOR,"LAGUESMA, SAMSON",LAGUESMA,SAMSON,,,NP,5573
CORDILLERA ADMINISTRATIVE REGION,ABRA,SALLAPADAN,,VICE MAYOR,"CARDENAS, NENITA",CARDENAS,NENITA,,,ASENSO,2430
CORDILLERA ADMINISTRATIVE REGION,ABRA,SAN ISIDRO,,VICE MAYOR,"PACSA, ELIXER",PACSA,ELIXER,,,ASENSO,2108
CORDILLERA ADMINISTRATIVE REGION,ABRA,SAN JUAN,,VICE MAYOR,"BAUTISTA, ARI",BAUTISTA,ARI,,,ASENSO,5529
CORDILLERA ADMINISTRATIVE REGION,ABRA,SAN QUINTIN,,VICE MAYOR,"COTCHAY, CRISTETO",COTCHAY,CRISTETO,,,ASENSO,2499
CORDILLERA ADMINISTRATIVE REGION,ABRA,TAYUM,,VICE MAYOR,"EDUARTE, EMMAN",EDUARTE,EMMAN,,,ASENSO,6904
CORDILLERA ADMINISTRATIVE REGION,ABRA,TINEG,,VICE MAYOR,"CRISOLOGO, CORINTHIA",CRISOLOGO,CORINTHIA,,,NP,2417
CORDILLERA ADMINISTRATIVE REGION,ABRA,TUBO,,VICE MAYOR,"BALLANGAN, GUILBERT",BALLANGAN,GUILBERT,,,ASENSO,2144
CORDILLERA ADMINISTRATIVE REGION,ABRA,VILLAVICIOSA,,VICE MAYOR,"LAGEN, MARJORIE",LAGEN,MARJORIE,,,ASENSO,3078
REGION XIII,AGUSAN DEL NORTE,BUENAVISTA,,VICE MAYOR,"BUNGABONG, RAMBU",BUNGABONG,RAMBU,,,PDPLBN,22166
REGION XIII,AGUSAN DEL NORTE,BUTUAN,,VICE MAYOR,"FORTUN, LAW",FORTUN,LAW,,,NP,121691
REGION XIII,AGUSAN DEL NORTE,CABADBARAN,,VICE MAYOR,"JAMBOY, REY",JAMBOY,REY,,,PDPLBN,38774
REGION XIII,AGUSAN DEL NORTE,CARMEN,,VICE MAYOR,"CALO, JOVITTE",CALO,JOVITTE,,,PDPLBN,9568
REGION XIII,AGUSAN DEL NORTE,JABONGA,,VICE MAYOR,"MORAN, NIAY",MORAN,NIAY,,,PDPLBN,7506
REGION XIII,AGUSAN DEL NORTE,KITCHARAO,,VICE MAYOR,"MONTANTE, OLOY",MONTANTE,OLOY,,,PDPLBN,6894
REGION XIII,AGUSAN DEL NORTE,LAS NIEVES,,VICE MAYOR,"ESCASIÑAS, JUN-JUN",ESCASIÑAS,JUN-JUN,,,PDPLBN,13361
REGION XIII,AGUSAN DEL NORTE,MAGALLANES,,VICE MAYOR,"PAGARAN, MERIAM",PAGARAN,MERIAM,,,PDPLBN,7478
REGION XIII,AGUSAN DEL NORTE,NASIPIT,,VICE MAYOR,"BENIGA, BEBE",BENIGA,BEBE,,,PDPLBN,14455
REGION XIII,AGUSAN DEL NORTE,REMEDIOS T ROMUALDEZ,,VICE MAYOR,"ENRIQUEZ, ELLY",ENRIQUEZ,ELLY,,,PDPLBN,5611
REGION XIII,AGUSAN DEL NORTE,SANTIAGO,,VICE MAYOR,"LIM, FRANK",LIM,FRANK,,,PDPLBN,9752
REGION XIII,AGUSAN DEL NORTE,TUBAY,,VICE MAYOR,"CUYOS, RAQUIM",CUYOS,RAQUIM,,,PDPLBN,12234
REGION XIII,AGUSAN DEL SUR,BAYUGAN,,VICE MAYOR,"ASIS, BOBONG",ASIS,BOBONG,,,NUP,43276
REGION XIII,AGUSAN DEL SUR,BUNAWAN,,VICE MAYOR,"ELORDE, TOTO",ELORDE,TOTO,,,NUP,15455
REGION XIII,AGUSAN DEL SUR,ESPERANZA,,VICE MAYOR,"SIOHAN, ERIC REY",SIOHAN,ERIC,REY,,NUP,20082
REGION XIII,AGUSAN DEL SUR,LA PAZ,,VICE MAYOR,"JUSTO, RABELLA",JUSTO,RABELLA,,,NUP,7428
REGION XIII,AGUSAN DEL SUR,LORETO,,VICE MAYOR,"PLAZA, RANDOLPH",PLAZA,RANDOLPH,,,NUP,18271
REGION XIII,AGUSAN DEL SUR,PROSPERIDAD,,VICE MAYOR,"RONQUILLO, NANOY",RONQUILLO,NANOY,,,NUP,25871
REGION XIII,AGUSAN DEL SUR,ROSARIO,,VICE MAYOR,"DE PAZ, EDDIE",DE PAZ,EDDIE,,,IND,14256
REGION XIII,AGUSAN DEL SUR,SAN FRANCISCO,,VICE MAYOR,"PALABRICA, ARTH RYAN",PALABRICA,ARTH,RYAN,,IND,21879
REGION XIII,AGUSAN DEL SUR,SAN LUIS,,VICE MAYOR,"YECYEC, ELY",YECYEC,ELY,,,NUP,12719
REGION XIII,AGUSAN DEL SUR,SANTA JOSEFA,,VICE MAYOR,"PLAZA, RICHARD",PLAZA,RICHARD,,,NUP,10382
REGION XIII,AGUSAN DEL SUR,SIBAGAT,,VICE MAYOR,"LAMANILAO, LIZA",LAMANILAO,LIZA,,,NUP,9927
REGION XIII,AGUSAN DEL SUR,TALACOGON,,VICE MAYOR,"DEMEGILLO, MELCHOR",DEMEGILLO,MELCHOR,,,NUP,9141
REGION XIII,AGUSAN DEL SUR,TRENTO,,VICE MAYOR,"MARTE, FELIMON",MARTE,FELIMON,,,NUP,20686
REGION XIII,AGUSAN DEL SUR,VERUELA,,VICE MAYOR,"TANDA, HECTOR",TANDA,HECTOR,,,NUP,13561
REGION VI,AKLAN,ALTAVAS,,VICE MAYOR,"REFOL, DENNY JR.",REFOL,DENNY,JR.,,PDPLBN,7812
REGION VI,AKLAN,BALETE,,VICE MAYOR,"LACHICA, PATRICK",LACHICA,PATRICK,,,NPC,13064
REGION VI,AKLAN,BANGA,,VICE MAYOR,"MAMING, ERLINDA",MAMING,ERLINDA,,,PDPLBN,12816
REGION VI,AKLAN,BATAN,,VICE MAYOR,"DEMETERIO, BODJYK",DEMETERIO,BODJYK,,,LAKAS,9891
REGION VI,AKLAN,BURUANGA,,VICE MAYOR,"DUMAGUIN, NENE FEMY",DUMAGUIN,NENE,FEMY,,PDPLBN,6307
REGION VI,AKLAN,IBAJAY,,VICE MAYOR,"ESTOLLOSO, JULIO",ESTOLLOSO,JULIO,,,PDPLBN,17732
REGION VI,AKLAN,KALIBO,,VICE MAYOR,"DELA CRUZ, CYNTHIA",DELA CRUZ,CYNTHIA,,DOC,PDPLBN,25788
REGION VI,AKLAN,LEZO,,VICE MAYOR,"VILLARUBIA, GEORGE",VILLARUBIA,GEORGE,,,NP,7049
REGION VI,AKLAN,LIBACAO,,VICE MAYOR,"NAVAROSA, VINCENT",NAVAROSA,VINCENT,,,PDPLBN,11479
REGION VI,AKLAN,MADALAG,,VICE MAYOR,"GUBATINA, DINDO",GUBATINA,DINDO,,,LP,5616
REGION VI,AKLAN,MAKATO,,VICE MAYOR,"TORRES, ABENCIO",TORRES,ABENCIO,,,PDPLBN,9089
REGION VI,AKLAN,MALAY,,VICE MAYOR,"CAWALING, NIÑO",CAWALING,NIÑO,,,NP,19053
REGION VI,AKLAN,MALINAO,,VICE MAYOR,"IGOY, ARIEL",IGOY,ARIEL,,,NP,10624
REGION VI,AKLAN,NABAS,,VICE MAYOR,"SOLANOY, JAMES",SOLANOY,JAMES,,,PDPLBN,15581
REGION VI,AKLAN,NEW WASHINGTON,,VICE MAYOR,"QUIMPO, MOLOT",QUIMPO,MOLOT,,,PDPLBN,16370
REGION VI,AKLAN,NUMANCIA,,VICE MAYOR,"ENERO, OGIE MORALES",ENERO,OGIE,MORALES,,UNA,10331
REGION VI,AKLAN,TANGALAN,,VICE MAYOR,"FUENTES, GENE",FUENTES,GENE,,,NP,12289
REGION V,ALBAY,BACACAY,,VICE MAYOR,"BELLEZA, EDSEL",BELLEZA,EDSEL,,,IND,18402
REGION V,ALBAY,CAMALIG,,VICE MAYOR,"BALDO, DING",BALDO,DING,,,PDPLBN,18477
REGION V,ALBAY,DARAGA,,VICE MAYOR,"JAUCIAN, JUNGIE",JAUCIAN,JUNGIE,,,PDPLBN,53771
REGION V,ALBAY,GUINOBATAN,,VICE MAYOR,"ONGJOCO, ANN",ONGJOCO,ANN,,,NUP,31793
REGION V,ALBAY,JOVELLAR,,VICE MAYOR,"ARCANGEL, JOREM",ARCANGEL,JOREM,,,NUP,7398
REGION V,ALBAY,LEGAZPI,,VICE MAYOR,"CRISTOBAL, BOBBY",CRISTOBAL,BOBBY,,,KANP,56380
REGION V,ALBAY,LIBON,,VICE MAYOR,"SAYSON, MAC",SAYSON,MAC,,,NUP,25826
REGION V,ALBAY,LIGAO,,VICE MAYOR,"DAVID, YEP",DAVID,YEP,,,NUP,41001
REGION V,ALBAY,MALILIPOT,,VICE MAYOR,"VOLANTE, LANDO",VOLANTE,LANDO,,,PDPLBN,13710
REGION V,ALBAY,MALINAO,,VICE MAYOR,"CARGULLO, ABE",CARGULLO,ABE,,,LP,17000
REGION V,ALBAY,MANITO,,VICE MAYOR,"BELLUDO, LITO",BELLUDO,LITO,,,PDPLBN,5532
REGION V,ALBAY,OAS,,VICE MAYOR,"LOYOLA, HECTOR",LOYOLA,HECTOR,,,PDPLBN,13712
REGION V,ALBAY,PIO DURAN,,VICE MAYOR,"QUIROZ, APPAMP",QUIROZ,APPAMP,,,NUP,13714
REGION V,ALBAY,POLANGUI,,VICE MAYOR,"MELLA-SAMPAL, CHERRY",MELLA-SAMPAL,CHERRY,,,NUP,17106
REGION V,ALBAY,RAPU RAPU,,VICE MAYOR,"GALICIA, OTOY",GALICIA,OTOY,,,NP,11492
REGION V,ALBAY,SANTO DOMINGO,,VICE MAYOR,"AGUAS, MARK",AGUAS,MARK,,,PDPLBN,11131
REGION V,ALBAY,TABACO,,VICE MAYOR,"SAN PABLO, NESTOR",SAN PABLO,NESTOR,,,LP,55008
REGION V,ALBAY,TIWI,,VICE MAYOR,"CLIMACO, JOJO",CLIMACO,JOJO,,,AKSYON,12285
REGION VI,ANTIQUE,ANINI Y,,VICE MAYOR,"SAMPIOR, JORREY",SAMPIOR,JORREY,,,PDPLBN,6044
REGION VI,ANTIQUE,BARBAZA,,VICE MAYOR,"ANDRES, AWE",ANDRES,AWE,,,PDPLBN,9088
REGION VI,ANTIQUE,BELISON,,VICE MAYOR,"JACABA, ACAY",JACABA,ACAY,,,AKSYON,4296
REGION VI,ANTIQUE,BUGASONG,,VICE MAYOR,"ESCOTE, BEBING SUSAN",ESCOTE,BEBING,SUSAN,,NUP,11208
REGION VI,ANTIQUE,CALUYA,,VICE MAYOR,"DURAN, SIR",DURAN,SIR,,,NPC,12833
REGION VI,ANTIQUE,CULASI,,VICE MAYOR,"XAVIER, WAKOY",XAVIER,WAKOY,,,NUP,15451
REGION VI,ANTIQUE,HAMTIC,,VICE MAYOR,"PACIFICADOR, JULIE",PACIFICADOR,JULIE,,,NPC,15634
REGION VI,ANTIQUE,LAUA AN,,VICE MAYOR,"BALADJAY, BEBONG",BALADJAY,BEBONG,,,PDPLBN,8253
REGION VI,ANTIQUE,LIBERTAD,,VICE MAYOR,"MATEO, JEOLITO",MATEO,JEOLITO,,,NPC,6096
REGION VI,ANTIQUE,PANDAN,,VICE MAYOR,"TAN, JEREMY",TAN,JEREMY,,,PFP,11139
REGION VI,ANTIQUE,PATNONGON,,VICE MAYOR,"BACAOCO, TOM",BACAOCO,TOM,,,PDPLBN,8608
REGION VI,ANTIQUE,SAN JOSE,,VICE MAYOR,"ENCARNACION, JUSTIN",ENCARNACION,JUSTIN,,,AKSYON,18001
REGION VI,ANTIQUE,SAN REMIGIO,,VICE MAYOR,"PETINGLAY, INSIK",PETINGLAY,INSIK,,,NPC,8397
REGION VI,ANTIQUE,SEBASTE,,VICE MAYOR,"PADPAD, JANUARY",PADPAD,JANUARY,,,PDPLBN,5334
REGION VI,ANTIQUE,SIBALOM,,VICE MAYOR,"BUTIONG, KAZY",BUTIONG,KAZY,,,PDPLBN,18495
REGION VI,ANTIQUE,TIBIAO,,VICE MAYOR,"BARRIENTOS, DOY JIMMY",BARRIENTOS,DOY,JIMMY,,NPC,8328
REGION VI,ANTIQUE,TOBIAS FORNIER,,VICE MAYOR,"FORNIER, JOJO",FORNIER,JOJO,,,NUP,9570
REGION VI,ANTIQUE,VALDERRAMA,,VICE MAYOR,"MAGUAD, BOYET",MAGUAD,BOYET,,,PDPLBN,6213
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN,,VICE MAYOR,"LAWAT, MARTIN",LAWAT,MARTIN,,,NPC,6813
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CONNER,,VICE MAYOR,"ASWIGUE, ALEX",ASWIGUE,ALEX,,,PRP,6888
CORDILLERA ADMINISTRATIVE REGION,APAYAO,FLORA,,VICE MAYOR,"BLAS, JEOFREY",BLAS,JEOFREY,,,PDPLBN,3487
CORDILLERA ADMINISTRATIVE REGION,APAYAO,KABUGAO,,VICE MAYOR,"TUCJANG, FABULOUS",TUCJANG,FABULOUS,,,NPC,3457
CORDILLERA ADMINISTRATIVE REGION,APAYAO,LUNA,,VICE MAYOR,"BULLAOIT, NOLY",BULLAOIT,NOLY,,,NPC,8165
CORDILLERA ADMINISTRATIVE REGION,APAYAO,PUDTOL,,VICE MAYOR,"LAOAT, RANDY",LAOAT,RANDY,,,PDPLBN,4052
CORDILLERA ADMINISTRATIVE REGION,APAYAO,SANTA MARCELA,,VICE MAYOR,"GUIANG, ROLLY",GUIANG,ROLLY,,,PDPLBN,5601
REGION III,AURORA,BALER,,VICE MAYOR,"ONG, BOBONG",ONG,BOBONG,,,LDP,13770
REGION III,AURORA,CASIGURAN,,VICE MAYOR,"CALUGTONG, EUGENE",CALUGTONG,EUGENE,,,LDP,7934
REGION III,AURORA,DILASAG,,VICE MAYOR,"VILLAREAL, JANICE",VILLAREAL,JANICE,,,PDPLBN,3109
REGION III,AURORA,DINALUNGAN,,VICE MAYOR,"COMABIG, ZARAH",COMABIG,ZARAH,,,IND,3055
REGION III,AURORA,DINGALAN,,VICE MAYOR,"GALVEZ, BOY",GALVEZ,BOY,,,LDP,9470
REGION III,AURORA,DIPACULAO,,VICE MAYOR,"REYES, FRANKLIN",REYES,FRANKLIN,,,LDP,8826
REGION III,AURORA,MARIA AURORA,,VICE MAYOR,"GENETA, AMADO",GENETA,AMADO,,,PDPLBN,12767
REGION III,AURORA,SAN LUIS,,VICE MAYOR,"MARZAN, LEET",MARZAN,LEET,,,NP,5740
BARMM,BASILAN,AKBAR,,VICE MAYOR,"SALI, RAIZA",SALI,RAIZA,,,LAKAS,5021
BARMM,BASILAN,AL BARKA,,VICE MAYOR,"LAJID, DARUSSALAM",LAJID,DARUSSALAM,,,LAKAS,5275
BARMM,BASILAN,HADJI MOHAMMAD AJUL,,VICE MAYOR,"TOTOH, JAIMAR",TOTOH,JAIMAR,,,UBJP,3919
BARMM,BASILAN,HADJI MUHTAMAD,,VICE MAYOR,"HASIM, NADZ",HASIM,NADZ,,,PFP,3798
BARMM,BASILAN,ISABELA,,VICE MAYOR,"SALLIMAN, KIFLI",SALLIMAN,KIFLI,,,PDPLBN,29991
BARMM,BASILAN,LAMITAN,,VICE MAYOR,"FURIGAY, GEM",FURIGAY,GEM,,,UNA,33576
BARMM,BASILAN,LANTAWAN,,VICE MAYOR,"ISMAEL, RUSTAM",ISMAEL,RUSTAM,,,LAKAS,6470
BARMM,BASILAN,MALUSO,,VICE MAYOR,"YASIN, AL-MASHOR",YASIN,AL-MASHOR,,,BUP,14900
BARMM,BASILAN,SUMISIP,,VICE MAYOR,"SALLIMAN-HATAMAN, BOY",SALLIMAN-HATAMAN,BOY,,,PDPLBN,13235
BARMM,BASILAN,TABUAN LASA,,VICE MAYOR,"AHALUL, ISNIRUL",AHALUL,ISNIRUL,,,PDPLBN,7046
BARMM,BASILAN,TIPO TIPO,,VICE MAYOR,"ISTARUL, INGATUN",ISTARUL,INGATUN,,,UBJP,6856
BARMM,BASILAN,TUBURAN,,VICE MAYOR,"LATIP, ROGER",LATIP,ROGER,,,PDPLBN,4233
BARMM,BASILAN,UNGKAYA PUKAN,,VICE MAYOR,"BARAHIM, AHMADIN",BARAHIM,AHMADIN,,,PDPLBN,4004
REGION III,BATAAN,ABUCAY,,VICE MAYOR,"PABUSTAN, WANGBU",PABUSTAN,WANGBU,,,IND,10664
REGION III,BATAAN,BAGAC,,VICE MAYOR,"DEL ROSARIO, RON",DEL ROSARIO,RON,,,PDPLBN,13691
REGION III,BATAAN,BALANGA,,VICE MAYOR,"GOZON, VIANCA",GOZON,VIANCA,,,PDPLBN,51255
REGION III,BATAAN,DINALUPIHAN,,VICE MAYOR,"MANALILI, FERNANDO",MANALILI,FERNANDO,,,AKSYON,31857
REGION III,BATAAN,HERMOSA,,VICE MAYOR,"RELLOSA, PATRICK",RELLOSA,PATRICK,,,PDPLBN,19876
REGION III,BATAAN,LIMAY,,VICE MAYOR,"DAVID, RICHIE JASON",DAVID,RICHIE,JASON,,PDPLBN,30568
REGION III,BATAAN,MARIVELES,,VICE MAYOR,"RUBIA, LITO",RUBIA,LITO,,,NUP,38188
REGION III,BATAAN,MORONG,,VICE MAYOR,"LINAO-MUÑOZ, LEILA",LINAO-MUÑOZ,LEILA,,,NUP,10455
REGION III,BATAAN,ORANI,,VICE MAYOR,"ROMAN, EM",ROMAN,EM,,,NP,29435
REGION III,BATAAN,ORION,,VICE MAYOR,"FUSTER, REX-RJ",FUSTER,REX-RJ,,,NUP,21346
REGION III,BATAAN,PILAR,,VICE MAYOR,"GARCIA, CES",GARCIA,CES,,,NUP,17456
REGION III,BATAAN,SAMAL,,VICE MAYOR,"ORTIGUERRA, RONNIE",ORTIGUERRA,RONNIE,,,LAKAS,13295
REGION II,BATANES,BASCO,,VICE MAYOR,"VELAYO, ARLYNE",VELAYO,ARLYNE,,,NPC,1965
REGION II,BATANES,ITBAYAT,,VICE MAYOR,"ASA, FERDINAND",ASA,FERDINAND,,,IND,880
REGION II,BATANES,IVANA,,VICE MAYOR,"AGANA, JERRY",AGANA,JERRY,,,NPC,582
