region,province,city,district,position,candidate_name,last_name,first_name,middle_name,title,party,votes
REGION III,BULACAN,MARILAO,,MAYOR,"SILVESTRE, RICKY",SILVESTRE,RICKY,,,PDPLBN,33301
REGION III,BULACAN,MEYCAUAYAN,,MAYOR,"VILLARICA, LINABELLE",VILLARICA,LINABELLE,,,PDPLBN,44774
REGION III,BULACAN,NORZAGARAY,,MAYOR,"GERMAR, FRED",GERMAR,FRED,,,PDPLBN,26984
REGION III,BULACAN,OBANDO,,MAYOR,"SANTOS, EDWIN",SANTOS,EDWIN,,,PDPLBN,13548
REGION III,BULACAN,PANDI,,MAYOR,"ROQUE, RICO",ROQUE,RICO,,,NUP,27609
REGION III,BULACAN,PAOMBONG,,MAYOR,"MARCOS, ANN",MARCOS,ANN,,,PDPLBN,14913
REGION III,BULACAN,PLARIDEL,,MAYOR,"VISTAN, TESSIE",VISTAN,TESSIE,,,NUP,40608
REGION III,BULACAN,PULILAN,,MAYOR,"MONTEJO, MARITZ",MONTEJO,MARITZ,,,NP,29400
REGION III,BULACAN,SAN ILDEFONSO,,MAYOR,"GALVEZ, CARLA",GALVEZ,CARLA,,,PDPLBN,31934
REGION III,BULACAN,SAN JOSE DEL MONTE,,MAYOR,"ROBES, ARTHUR",ROBES,ARTHUR,,,AR,98808
REGION III,BULACAN,SAN MIGUEL,,MAYOR,"TIONGSON, RODERICK",TIONGSON,RODERICK,,,UNA,29883
REGION III,BULACAN,SAN RAFAEL,,MAYOR,"VIOLAGO, GOTO",VIOLAGO,GOTO,,,LAKAS,36508
REGION III,BULACAN,SANTA MARIA,,MAYOR,"PLEYTO, YOYOY",PLEYTO,YOYOY,,,PDPLBN,41872
REGION II,CAGAYAN,ABULUG,,MAYOR,"VARGAS, JEFF",VARGAS,JEFF,,,UNA,10477
REGION II,CAGAYAN,ALCALA,,MAYOR,"ANTONIO, CRISTINA",ANTONIO,CRISTINA,,,PDPLBN,13431
REGION II,CAGAYAN,ALLACAPAN,,MAYOR,"FLORIDA, HARRY",FLORIDA,HARRY,,,PDPLBN,12859
REGION II,CAGAYAN,AMULUNG,,MAYOR,"RENDON, ELPIDIO",RENDON,ELPIDIO,,,PDPLBN,12300
REGION II,CAGAYAN,APARRI,,MAYOR,"CHAN, BRYAN",CHAN,BRYAN,,,IND,13632
REGION II,CAGAYAN,BAGGAO,,MAYOR,"DUNUAN, JOAN",DUNUAN,JOAN,,,NPC,13516
REGION II,CAGAYAN,BALLESTEROS,,MAYOR,"UNITE, VINCENT",UNITE,VINCENT,,,NUP,7692
REGION II,CAGAYAN,BUGUEY,,MAYOR,"ANTIPORDA, LLOYD",ANTIPORDA,LLOYD,,,PMP,7532
REGION II,CAGAYAN,CALAYAN,,MAYOR,"LLOPIS, JOSEPH",LLOPIS,JOSEPH,,,NPC,5495
REGION II,CAGAYAN,CAMALANIUGAN,,MAYOR,"CABADDU, ANGELICA",CABADDU,ANGELICA,,,PDPLBN,5230
REGION II,CAGAYAN,CLAVERIA,,MAYOR,"LAYUS, CELIA",LAYUS,CELIA,,,UNA,7897
REGION II,CAGAYAN,ENRILE,,MAYOR,"DECENA, MIGUEL JR",DECENA,MIGUEL,JR,,NP,10250
REGION II,CAGAYAN,GATTARAN,,MAYOR,"NOLASCO, MATTHEW",NOLASCO,MATTHEW,,,PDPLBN,23223
REGION II,CAGAYAN,GONZAGA,,MAYOR,"PENTECOSTES, MARILYN",PENTECOSTES,MARILYN,,,PDPLBN,9887
REGION II,CAGAYAN,IGUIG,,MAYOR,"TRINIDAD, FERDIE",TRINIDAD,FERDIE,,,PDPLBN,8018
REGION II,CAGAYAN,LAL LO,,MAYOR,"PASCUAL, OLIVER",PASCUAL,OLIVER,,,PDPLBN,14379
REGION II,CAGAYAN,LASAM,,MAYOR,"AGATEP, DANDEX",AGATEP,DANDEX,,,NPC,9930
REGION II,CAGAYAN,PAMPLONA,,MAYOR,"PUZON-ANTONIO, DIGNA",PUZON-ANTONIO,DIGNA,,,UNA,6410
REGION II,CAGAYAN,PENABLANCA,,MAYOR,"TAGUINOD, INTOY",TAGUINOD,INTOY,,,PDPLBN,18031
REGION II,CAGAYAN,PIAT,,MAYOR,"VILLACETE, CARMELO",VILLACETE,CARMELO,,,PDPLBN,9165
REGION II,CAGAYAN,RIZAL,,MAYOR,"RUMA, BRENDA",RUMA,BRENDA,,,NUP,5638
REGION II,CAGAYAN,SANCHEZ MIRA,,MAYOR,"SACRAMED, ASELA",SACRAMED,ASELA,,,PDPLBN,6367
REGION II,CAGAYAN,SANTA ANA,,MAYOR,"ROBINION, NELSON",ROBINION,NELSON,,,NUP,5778
REGION II,CAGAYAN,SANTA PRAXEDES,,MAYOR,"AGUINALDO, ESTERLINA",AGUINALDO,ESTERLINA,,,NUP,1466
REGION II,CAGAYAN,SANTA TERESITA,,MAYOR,"DE GRACIA, RODRIGO",DE GRACIA,RODRIGO,,,PDPLBN,4093
REGION II,CAGAYAN,SANTO NINO FAIRE,,MAYOR,"PAGURAYAN, VICENTE",PAGURAYAN,VICENTE,,,PDPLBN,9071
REGION II,CAGAYAN,SOLANA,,MAYOR,"CARAG, JENNALYN",CARAG,JENNALYN,,,NUP,29317
REGION II,CAGAYAN,TUAO,,MAYOR,"MAMBA, FRANCISCO JR",MAMBA,FRANCISCO,JR,,PDPLBN,22833
REGION II,CAGAYAN,TUGUEGARAO,,MAYOR,"SORIANO, JEFF",SORIANO,JEFF,,,NPC,43001
REGION V,CAMARINES NORTE,BASUD,,MAYOR,"DAVOCO, ADRIAN",DAVOCO,ADRIAN,,,PDPLBN,10545
REGION V,CAMARINES NORTE,CAPALONGA,,MAYOR,"RICASIO, LUZ",RICASIO,LUZ,,,PDPLBN,7872
REGION V,CAMARINES NORTE,DAET,,MAYOR,"OCHOA, B2K",OCHOA,B2K,,,PDPLBN,28726
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,,MAYOR,"NON, AYE",NON,AYE,,,NUP,14226
REGION V,CAMARINES NORTE,LABO,,MAYOR,"ASCUTIA, JOSEPH",ASCUTIA,JOSEPH,,,PDPLBN,27944
REGION V,CAMARINES NORTE,MERCEDES,,MAYOR,"MORALES, BOBOY",MORALES,BOBOY,,,NUP,14779
REGION V,CAMARINES NORTE,PARACALE,,MAYOR,"MORENO, ROMEO",MORENO,ROMEO,,,NUP,14532
REGION V,CAMARINES NORTE,SAN LORENZO RUIZ IMELDA,,MAYOR,"DELOS SANTOS, NELSON",DELOS SANTOS,NELSON,,,PDPLBN,4790
REGION V,CAMARINES NORTE,SAN VICENTE,,MAYOR,"ONG, FRANCIS",ONG,FRANCIS,,,PDPLBN,3910
REGION V,CAMARINES NORTE,SANTA ELENA,,MAYOR,"BORJA, BERNARDINA",BORJA,BERNARDINA,,,PDPLBN,10365
REGION V,CAMARINES NORTE,TALISAY,,MAYOR,"MANCENIDO, DON",MANCENIDO,DON,,,KB,5925
REGION V,CAMARINES NORTE,VINZONS,,MAYOR,"SEGUNDO, NORY",SEGUNDO,NORY,,,PDPLBN,11089
REGION V,CAMARINES SUR,BAAO,,MAYOR,"BESINIO, JEFF",BESINIO,JEFF,,,PDPLBN,13962
REGION V,CAMARINES SUR,BALATAN,,MAYOR,"BAGASBAS, NENA",BAGASBAS,NENA,,,PDPLBN,9671
REGION V,CAMARINES SUR,BATO,,MAYOR,"BERNALDEZ, FRANK",BERNALDEZ,FRANK,,,PDPLBN,12977
REGION V,CAMARINES SUR,BOMBON,,MAYOR,"ANGELES, EMBOT",ANGELES,EMBOT,,,NPC,4521
REGION V,CAMARINES SUR,BUHI,,MAYOR,"AGUINILLO, MARGIE",AGUINILLO,MARGIE,,,NPC,18909
REGION V,CAMARINES SUR,BULA,,MAYOR,"IBASCO, MEGAY",IBASCO,MEGAY,,,PDPLBN,15204
REGION V,CAMARINES SUR,CABUSAO,,MAYOR,"SABALBERO, APANG",SABALBERO,APANG,,,PDPLBN,5471
REGION V,CAMARINES SUR,CALABANGA,,MAYOR,"SEVERO, EDUARDO",SEVERO,EDUARDO,,,PDPLBN,27441
REGION V,CAMARINES SUR,CAMALIGAN,,MAYOR,"HIROSE, MARILOU",HIROSE,MARILOU,,,PDPLBN,8352
REGION V,CAMARINES SUR,CANAMAN,,MAYOR,"LEGASPI, NELSON",LEGASPI,NELSON,,,PDPLBN,8179
REGION V,CAMARINES SUR,CARAMOAN,,MAYOR,"CO, MARILYN",CO,MARILYN,,,NPC,13062
REGION V,CAMARINES SUR,DEL GALLEGO,,MAYOR,"ABARIENTOS, MELANIE",ABARIENTOS,MELANIE,,,PDPLBN,7682
REGION V,CAMARINES SUR,GAINZA,,MAYOR,"AGOR, NARDING",AGOR,NARDING,,,PDPLBN,4314
REGION V,CAMARINES SUR,GARCHITORENA,,MAYOR,"BUEZA, NELSON",BUEZA,NELSON,,,NPC,7944
REGION V,CAMARINES SUR,GOA,,MAYOR,"PAN, MARCEL",PAN,MARCEL,,,NPC,15174
REGION V,CAMARINES SUR,IRIGA,,MAYOR,"ALFELOR, MADEL",ALFELOR,MADEL,,,LP,29975
REGION V,CAMARINES SUR,LAGONOY,,MAYOR,"PILAPIL, JB",PILAPIL,JB,,,NPC,19345
REGION V,CAMARINES SUR,LIBMANAN,,MAYOR,"BRIOSO, BERNARD",BRIOSO,BERNARD,,,NPC,27357
REGION V,CAMARINES SUR,LUPI,,MAYOR,"MATAMOROSA, GAGAY",MATAMOROSA,GAGAY,,,NPC,8676
REGION V,CAMARINES SUR,MAGARAO,,MAYOR,"SEÑAR, YIP-YIP",SEÑAR,YIP-YIP,,,NPC,9317
REGION V,CAMARINES SUR,MILAOR,,MAYOR,"REYES, LAHBAS",REYES,LAHBAS,,,PDPLBN,9871
REGION V,CAMARINES SUR,MINALABAC,,MAYOR,"LIZARDO, CHRIS",LIZARDO,CHRIS,,,PDPLBN,12759
REGION V,CAMARINES SUR,NABUA,,MAYOR,"SIMBULAN, FERNANDO",SIMBULAN,FERNANDO,,,PDPLBN,18374
REGION V,CAMARINES SUR,NAGA,,MAYOR,"LEGACION, NELSON",LEGACION,NELSON,,,LP,41591
REGION V,CAMARINES SUR,OCAMPO,,MAYOR,"GO, RONALD ALLAN",GO,RONALD,ALLAN,,NPC,10900
REGION V,CAMARINES SUR,PAMPLONA,,MAYOR,"IMPERIAL, EMIN",IMPERIAL,EMIN,,,PDPLBN,8536
REGION V,CAMARINES SUR,PASACAO,,MAYOR,"TAYCO, NIÑO",TAYCO,NIÑO,,,PDPLBN,16713
REGION V,CAMARINES SUR,PILI,,MAYOR,"BONGALONTA, TOM",BONGALONTA,TOM,,,NPC,18908
REGION V,CAMARINES SUR,PRESENTACION PARUBCAN,,MAYOR,"DELEÑA, JIMMY",DELEÑA,JIMMY,,,NPC,7380
REGION V,CAMARINES SUR,RAGAY,,MAYOR,"RAMOS, THADDY",RAMOS,THADDY,,,NPC,14566
REGION V,CAMARINES SUR,SAGNAY,,MAYOR,"FUENTEBELLA, JOVI",FUENTEBELLA,JOVI,,,NPC,9511
REGION V,CAMARINES SUR,SAN FERNANDO,,MAYOR,"MABULO, FERMIN",MABULO,FERMIN,,,PDPLBN,8937
REGION V,CAMARINES SUR,SAN JOSE,,MAYOR,"CHAVEZ, MAC",CHAVEZ,MAC,,,PDPLBN,11246
REGION V,CAMARINES SUR,SIPOCOT,,MAYOR,"BOCAGO, TOM",BOCAGO,TOM,,,PDPLBN,17620
REGION V,CAMARINES SUR,SIRUMA,,MAYOR,"POLINGA, KAREN",POLINGA,KAREN,,,NPC,5050
REGION V,CAMARINES SUR,TIGAON,,MAYOR,"FUENTEBELLA, CHIQUI",FUENTEBELLA,CHIQUI,,,NPC,15040
REGION V,CAMARINES SUR,TINAMBAC,,MAYOR,"TUY, RUEL",TUY,RUEL,,,PDPLBN,16875
REGION X,CAMIGUIN,CATARMAN,,MAYOR,"PALARCA, KITERIO",PALARCA,KITERIO,,,PDPLBN,8002
REGION X,CAMIGUIN,GUINSILIBAN,,MAYOR,"ABECIA, HELENIO",ABECIA,HELENIO,,,PDPLBN,3514
REGION X,CAMIGUIN,MAHINOG,,MAYOR,"ACLE, ROGERIO",ACLE,ROGERIO,,,PDPLBN,6863
REGION X,CAMIGUIN,MAMBAJAO,,MAYOR,"ROMUALDO, YGGY",ROMUALDO,YGGY,,,PDPLBN,15041
REGION X,CAMIGUIN,SAGAY,,MAYOR,"UAYAN, ANDAL",UAYAN,ANDAL,,,PDPLBN,4879
REGION VI,CAPIZ,CUARTERO,,MAYOR,"MAYO, TITO",MAYO,TITO,,,NUP,12069
REGION VI,CAPIZ,DAO,,MAYOR,"ESCUTIN, TOTO ERNIE",ESCUTIN,TOTO,ERNIE,,NUP,11991
REGION VI,CAPIZ,DUMALAG,,MAYOR,"CASTRO, ODOY",CASTRO,ODOY,,,NUP,11661
REGION VI,CAPIZ,DUMARAO,,MAYOR,"ARANCILLO, DODOY",ARANCILLO,DODOY,,,NUP,15555
REGION VI,CAPIZ,IVISAN,,MAYOR,"YAP, IPE",YAP,IPE,,,NUP,10466
REGION VI,CAPIZ,JAMINDAN,,MAYOR,"VALDEMAR, MAC",VALDEMAR,MAC,,,NUP,15819
REGION VI,CAPIZ,MA AYON,,MAYOR,"MALAPAJO, MON-MON",MALAPAJO,MON-MON,,,LP,16668
REGION VI,CAPIZ,MAMBUSAO,,MAYOR,"LABAO, JUN",LABAO,JUN,,,NUP,18435
REGION VI,CAPIZ,PANAY,,MAYOR,"BARREDO, FELIPE",BARREDO,FELIPE,,,LP,15755
REGION VI,CAPIZ,PANITAN,,MAYOR,"DEQUIÑA-BELO, KIT",DEQUIÑA-BELO,KIT,,,IND,10481
REGION VI,CAPIZ,PILAR,,MAYOR,"PEREZ, ARNOLD",PEREZ,ARNOLD,,,IND,10099
REGION VI,CAPIZ,PONTEVEDRA,,MAYOR,"CONTRERAS, DODOY EVAN",CONTRERAS,DODOY,EVAN,,LP,17327
REGION VI,CAPIZ,PRESIDENT ROXAS,,MAYOR,"ESCOLIN, NONOY TANOY",ESCOLIN,NONOY,TANOY,,NPC,10094
REGION VI,CAPIZ,ROXAS,,MAYOR,"DADIVAS, RONNIE",DADIVAS,RONNIE,,,LP,39213
REGION VI,CAPIZ,SAPI AN,,MAYOR,"BIÑAS, IKE",BIÑAS,IKE,,,NUP,10322
REGION VI,CAPIZ,SIGMA,,MAYOR,"ANDAYA, CHRIS",ANDAYA,CHRIS,,,LP,9520
REGION VI,CAPIZ,TAPAZ,,MAYOR,"PALOMAR, NONONG",PALOMAR,NONONG,,,PDPLBN,16370
REGION V,CATANDUANES,BAGAMANOC,,MAYOR,"VILLALUNA, REMEGIO",VILLALUNA,REMEGIO,,,NPC,4415
REGION V,CATANDUANES,BARAS,,MAYOR,"TEVES, PAOLO",TEVES,PAOLO,,,NPC,5174
REGION V,CATANDUANES,BATO,,MAYOR,"RODULFO, JOHNNY",RODULFO,JOHNNY,,,PDPLBN,7105
REGION V,CATANDUANES,CARAMORAN,,MAYOR,"AGUILAR, GLENDA",AGUILAR,GLENDA,,,LP,6394
REGION V,CATANDUANES,GIGMOTO,,MAYOR,"TAYAM, VICENTE JR.",TAYAM,VICENTE,JR.,,PDPLBN,3631
REGION V,CATANDUANES,PANDAN,,MAYOR,"TABLIGAN, OLOGHONESTO",TABLIGAN,OLOGHONESTO,,,PFP,5084
REGION V,CATANDUANES,PANGANIBAN PAYO,,MAYOR,"ROBLES, ETAL",ROBLES,ETAL,,,UNA,2940
REGION V,CATANDUANES,SAN ANDRES CALOLBON,,MAYOR,"CUA, PETER",CUA,PETER,,,UNA,16343
REGION V,CATANDUANES,SAN MIGUEL,,MAYOR,"CAMANO, FRANCISCO JR.",CAMANO,FRANCISCO,JR.,,PDPLBN,5640
REGION V,CATANDUANES,VIGA,,MAYOR,"TARIN, BONG",TARIN,BONG,,,UNA,7272
REGION V,CATANDUANES,VIRAC,,MAYOR,"SARMIENTO, POSOY",SARMIENTO,POSOY,,,IND,18922
REGION IV A,CAVITE,ALFONSO,,MAYOR,"SALAMAT, RANDY",SALAMAT,RANDY,,,PDPLBN,20747
REGION IV A,CAVITE,AMADEO,,MAYOR,"DIONISIO, REDEL JOHN",DIONISIO,REDEL,JOHN,,NP,11143
REGION IV A,CAVITE,BACOOR,,MAYOR,"REVILLA, LANI",REVILLA,LANI,,,PDPLBN,141848
REGION IV A,CAVITE,CARMONA,,MAYOR,"LOYOLA, ROY",LOYOLA,ROY,,,NPC,33326
REGION IV A,CAVITE,CAVITE,,MAYOR,"PAREDES, TOTIE",PAREDES,TOTIE,,,NP,32856
REGION IV A,CAVITE,DASMARINAS,,MAYOR,"BARZAGA, JENNY",BARZAGA,JENNY,,,NUP,189151
REGION IV A,CAVITE,GEN MARIANO ALVAREZ,,MAYOR,"ECHEVARRIA, WALTER JR.",ECHEVARRIA,WALTER,JR.,,NPC,36368
REGION IV A,CAVITE,GENERAL EMILIO AGUINALDO,,MAYOR,"ANGELES, NELIA",ANGELES,NELIA,,,NP,6320
REGION IV A,CAVITE,GENERAL TRIAS,,MAYOR,"FERRER, ANTONIO",FERRER,ANTONIO,,,NUP,85244
REGION IV A,CAVITE,IMUS,,MAYOR,"MALIKSI, EMMANUEL",MALIKSI,EMMANUEL,,,LP,73186
REGION IV A,CAVITE,INDANG,,MAYOR,"FIDEL, PERFECTO",FIDEL,PERFECTO,,,NP,26296
REGION IV A,CAVITE,KAWIT,,MAYOR,"AGUINALDO, ANGELO EMILIO",AGUINALDO,ANGELO,EMILIO,,NPC,19301
REGION IV A,CAVITE,MAGALLANES,,MAYOR,"MALIGAYA, JASMIN",MALIGAYA,JASMIN,,,NP,9226
REGION IV A,CAVITE,MARAGONDON,,MAYOR,"RILLO, REYNALDO",RILLO,REYNALDO,,,IND,11799
REGION IV A,CAVITE,MENDEZ MENDEZ NUNEZ,,MAYOR,"VIDA, ERIC",VIDA,ERIC,,,NP,11102
REGION IV A,CAVITE,NAIC,,MAYOR,"DUALAN, JUNIO",DUALAN,JUNIO,,,NP,35592
REGION IV A,CAVITE,NOVELETA,,MAYOR,"CHUA, DINO",CHUA,DINO,,,NP,15048
REGION IV A,CAVITE,ROSARIO,,MAYOR,"RICAFRENTE, JOSE JR.",RICAFRENTE,JOSE,JR.,,LP,45192
REGION IV A,CAVITE,SILANG,,MAYOR,"POBLETE, CORIE",POBLETE,CORIE,,,NP,57854
REGION IV A,CAVITE,TAGAYTAY,,MAYOR,"TOLENTINO, AGNES",TOLENTINO,AGNES,,,PDPLBN,31291
REGION IV A,CAVITE,TANZA,,MAYOR,"PACUMIO, YURI",PACUMIO,YURI,,,NP,68668
REGION IV A,CAVITE,TERNATE,,MAYOR,"BAMBAO, LAMBERTO",BAMBAO,LAMBERTO,,,PDPLBN,7050
REGION IV A,CAVITE,TRECE MARTIRES,,MAYOR,"LUBIGAN, GEMMA",LUBIGAN,GEMMA,,,NP,28329
REGION VII,CEBU,ALCANTARA,,MAYOR,"LASTIMOSO, FRITZ",LASTIMOSO,FRITZ,,,PDPLBN,5067
REGION VII,CEBU,ALCOY,,MAYOR,"SESTOSO, MICHAEL",SESTOSO,MICHAEL,,,NPC,8900
REGION VII,CEBU,ALEGRIA,,MAYOR,"MAGALLON, VERNA",MAGALLON,VERNA,,,NPC,8631
REGION VII,CEBU,ALOGUINSAN,,MAYOR,"MORENO, IG-IG",MORENO,IG-IG,,,PDPLBN,12536
REGION VII,CEBU,ARGAO,,MAYOR,"SESALDO, ALLAN",SESALDO,ALLAN,,,PDPLBN,21653
REGION VII,CEBU,ASTURIAS,,MAYOR,"PINTOR, ANTO",PINTOR,ANTO,,,PDPLBN,14485
REGION VII,CEBU,BADIAN,,MAYOR,"LUMAIN, CARMENCITA",LUMAIN,CARMENCITA,,,NPC,16666
REGION VII,CEBU,BALAMBAN,,MAYOR,"BINGHAY, ALEX",BINGHAY,ALEX,,,1CEBU,35238
REGION VII,CEBU,BANTAYAN,,MAYOR,"DESPI, ART",DESPI,ART,,,NPC,17095
REGION VII,CEBU,BARILI,,MAYOR,"GARCIA, MARLON",GARCIA,MARLON,,,PDPLBN,22860
REGION VII,CEBU,BOGO,,MAYOR,"MARTINEZ, CARLO",MARTINEZ,CARLO,,,NPC,33198
REGION VII,CEBU,BOLJOON,,MAYOR,"DERAMA, MERLOU",DERAMA,MERLOU,,,NPC,6521
REGION VII,CEBU,BORBON,,MAYOR,"DOTILLOS, NOEL",DOTILLOS,NOEL,,,PDPLBN,11552
REGION VII,CEBU,CARCAR,,MAYOR,"APURA, MERCY",APURA,MERCY,,,NP,38534
REGION VII,CEBU,CARMEN,,MAYOR,"VILLAMOR, CARLO",VILLAMOR,CARLO,,,BAKUD,16931
REGION VII,CEBU,CATMON,,MAYOR,"BAYLON-GESTOPA, IRISH",BAYLON-GESTOPA,IRISH,,,BAKUD,8585
REGION VII,CEBU,CEBU,,MAYOR,"LABELLA, EDGAR",LABELLA,EDGAR,,,PDPLBN,265738
REGION VII,CEBU,COMPOSTELA,,MAYOR,"QUIÑO, FROILAN",QUIÑO,FROILAN,,,BAKUD,16007
REGION VII,CEBU,CONSOLACION,,MAYOR,"ALEGADO, JOYJOY",ALEGADO,JOYJOY,,,PDPLBN,47833
REGION VII,CEBU,CORDOBA,,MAYOR,"CHO, TECHE",CHO,TECHE,,,PDPLBN,18775
REGION VII,CEBU,DAANBANTAYAN,,MAYOR,"SHIMURA, SUN",SHIMURA,SUN,,,NUP,22989
REGION VII,CEBU,DALAGUETE,,MAYOR,"BELCIÑA, JEFFREY",BELCIÑA,JEFFREY,,,PDPLBN,16872
REGION VII,CEBU,DANAO,,MAYOR,"DURANO, NITO",DURANO,NITO,,,BAKUD,41767
REGION VII,CEBU,DUMANJUG,,MAYOR,"GICA, GUNGUN",GICA,GUNGUN,,,NPC,17608
REGION VII,CEBU,GINATILAN,,MAYOR,"SINGCO, DEAN MICHAEL",SINGCO,DEAN,MICHAEL,,NPC,5432
REGION VII,CEBU,LAPU LAPU CITY OPON,,MAYOR,"CHAN, AHONG",CHAN,AHONG,,,PDPLBN,85976
REGION VII,CEBU,LILOAN,,MAYOR,"FRASCO, CHRISTINA",FRASCO,CHRISTINA,,,PDPLBN,31850
REGION VII,CEBU,MADRIDEJOS,,MAYOR,"DELA FUENTE, SALVADOR",DELA FUENTE,SALVADOR,,,NP,13507
REGION VII,CEBU,MALABUYOC,,MAYOR,"CREUS, LITO",CREUS,LITO,,,PDPLBN,5915
REGION VII,CEBU,MANDAUE,,MAYOR,"CORTES, JONAS",CORTES,JONAS,,,PDPLBN,101641
REGION VII,CEBU,MEDELLIN,,MAYOR,"MONDIGO, BENJUN",MONDIGO,BENJUN,,,NUP,20911
REGION VII,CEBU,MINGLANILLA,,MAYOR,"PEÑA, ELANITO",PEÑA,ELANITO,,,NP,27196
REGION VII,CEBU,MOALBOAL,,MAYOR,"ROZGONI, LING LING",ROZGONI,LING,LING,,NPC,9686
REGION VII,CEBU,NAGA,,MAYOR,"CHIONG, VALDEMAR",CHIONG,VALDEMAR,,,NP,40647
REGION VII,CEBU,OSLOB,,MAYOR,"TUMULAK, JUN",TUMULAK,JUN,,,NPC,7653
REGION VII,CEBU,PILAR,,MAYOR,"SANTIAGO, WINKEY",SANTIAGO,WINKEY,,,BAKUD,3852
REGION VII,CEBU,PINAMUNGAHAN,,MAYOR,"BARICUATRO, GLENN",BARICUATRO,GLENN,,,1CEBU,21400
REGION VII,CEBU,PORO,,MAYOR,"RAMA, EDGAR",RAMA,EDGAR,,,BAKUD,7425
REGION VII,CEBU,RONDA,,MAYOR,"BLANCO, TERENCE",BLANCO,TERENCE,,,NPC,6889
REGION VII,CEBU,SAMBOAN,,MAYOR,"CALDERON, TITO",CALDERON,TITO,,,NPC,7024
REGION VII,CEBU,SAN FERNANDO,,MAYOR,"RELUYA, NENETH",RELUYA,NENETH,,,NP,22294
REGION VII,CEBU,SAN FRANCISCO,,MAYOR,"ARQUILLANO, AL",ARQUILLANO,AL,,,BAKUD,13918
REGION VII,CEBU,SAN REMIGIO,,MAYOR,"MARTINEZ, MARIANO",MARTINEZ,MARIANO,,,NPC,23490
REGION VII,CEBU,SANTA FE,,MAYOR,"ESPINOSA, ITHAMAR",ESPINOSA,ITHAMAR,,,NUP,8271
REGION VII,CEBU,SANTANDER,,MAYOR,"BUSCATO, MONIC",BUSCATO,MONIC,,,NPC,7455
REGION VII,CEBU,SIBONGA,,MAYOR,"BACALTOS, LIONEL",BACALTOS,LIONEL,,,NP,20138
REGION VII,CEBU,SOGOD,,MAYOR,"STREEGAN, RICHARD",STREEGAN,RICHARD,,,BAKUD,14871
REGION VII,CEBU,TABOGON,,MAYOR,"DUTERTE, ZIGFRED",DUTERTE,ZIGFRED,,,NUP,16950
REGION VII,CEBU,TABUELAN,,MAYOR,"GERONA, RAUL",GERONA,RAUL,,,NUP,11377
REGION VII,CEBU,TALISAY,,MAYOR,"GULLAS, SAMSAM",GULLAS,SAMSAM,,,NP,88105
REGION VII,CEBU,TOLEDO,,MAYOR,"PERALES, JOIE",PERALES,JOIE,,,IND,34960
REGION VII,CEBU,TUBURAN,,MAYOR,"DIAMANTE, DANNY",DIAMANTE,DANNY,,,NPC,21099
REGION VII,CEBU,TUDELA,,MAYOR,"SOLANTE, JOJO",SOLANTE,JOJO,,,BAKUD,3613
REGION XII,COTABATO,ALAMADA,,MAYOR,"SACDALAN, JESUS",SACDALAN,JESUS,,,PDPLBN,17225
REGION XII,COTABATO,ALEOSAN,,MAYOR,"SORUPIA, VICENTE JR.",SORUPIA,VICENTE,JR.,,NP,10343
REGION XII,COTABATO,ANTIPAS,,MAYOR,"CADUNGON, EKIS",CADUNGON,EKIS,,,NP,8203
REGION XII,COTABATO,ARAKAN,,MAYOR,"RUBINO, RENE",RUBINO,RENE,,,NP,12773
REGION XII,COTABATO,BANISILAN,,MAYOR,"ALISASIS, JESUS",ALISASIS,JESUS,,,NP,13292
REGION XII,COTABATO,CARMEN,,MAYOR,"ARENDAIN, MOISES",ARENDAIN,MOISES,,,NP,25180
REGION XII,COTABATO,KABACAN,,MAYOR,"GUZMAN, JOJO",GUZMAN,JOJO,,,NP,28237
REGION XII,COTABATO,KIDAPAWAN,,MAYOR,"EVANGELISTA, JOSEPH",EVANGELISTA,JOSEPH,,,NP,38761
REGION XII,COTABATO,LIBUNGAN,,MAYOR,"CUAN, AMPING",CUAN,AMPING,,,NP,17355
REGION XII,COTABATO,M'LANG,,MAYOR,"ABONADO, RUSSEL",ABONADO,RUSSEL,,,PDPLBN,28955
REGION XII,COTABATO,MAGPET,,MAYOR,"GONZAGA, FLORENITO",GONZAGA,FLORENITO,,,NP,15380
REGION XII,COTABATO,MAKILALA,,MAYOR,"QUIBOD, ARMANDO",QUIBOD,ARMANDO,,,IND,19738
REGION XII,COTABATO,MATALAM,,MAYOR,"VALDEVIESO, OSCAR",VALDEVIESO,OSCAR,,,PDPLBN,17243
REGION XII,COTABATO,MIDSAYAP,,MAYOR,"ARAÑA, ROMING",ARAÑA,ROMING,,,PDPLBN,30341
REGION XII,COTABATO,PIGKAWAYAN,,MAYOR,"ROQUERO, JEAN DINO",ROQUERO,JEAN,DINO,,PDPLBN,10829
REGION XII,COTABATO,PIKIT,,MAYOR,"SULTAN, SUMULONG",SULTAN,SUMULONG,,,PDPLBN,25345
REGION XII,COTABATO,PRESIDENT ROXAS,,MAYOR,"MAHIMPIT, JONATHAN",MAHIMPIT,JONATHAN,,,NP,11930
REGION XII,COTABATO,TULUNAN,,MAYOR,"LIMBUNGAN, PIP",LIMBUNGAN,PIP,,,NP,16728
REGION XI,DAVAO DE ORO,COMPOSTELA,,MAYOR,"BOLO, LEMA",BOLO,LEMA,,,HNP,31276
